datetime,ZEMAH,MEROM GOLAN PICMAN,TAVOR KADOORIE,JERUSALEM GIVAT RAM,GILGAL,YOTVATA,HAIFA TECHNION,BESOR FARM,BEER SHEVA UNI,ELAT,EN HASHOFET,DOROT,NEGBA,BET DAGAN RAD,ZOVA,EDEN FARM,GAMLA,TEL YOSEF,ASHALIM,YAVNEEL,SHANI,ARAD,HAZEVA,HAIFA UNIVERSITY,SEDOM
2026-01-02 13:00,378.83,343.0,380.17,198.17,292.0,365.83,208.67,271.5,247.5,442.0,483.5,262.5,323.33,255.33,195.83,528.17,291.33,441.5,244.0,,,,,,
2026-01-02 14:00,315.0,291.0,227.5,137.0,234.5,198.0,231.5,412.83,246.5,276.33,403.33,153.5,289.83,252.17,145.83,340.83,88.17,396.0,89.67,,,,,,
2026-01-02 15:00,215.0,184.67,219.17,105.67,182.0,125.5,137.0,249.33,135.0,157.17,227.33,177.67,195.5,164.67,97.83,172.83,96.17,208.5,97.5,,,,,,
2026-01-02 16:00,64.67,19.5,46.83,20.5,32.17,31.17,28.33,43.83,68.83,27.17,29.5,41.67,32.0,48.0,30.0,23.5,15.0,28.17,35.67,,,,,,
2026-01-02 17:00,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.67,0.83,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,
2026-01-02 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-02 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,
2026-01-02 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
2026-01-02 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,,,,,,
2026-01-02 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-02 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 06:00,0.67,2.0,1.0,1.5,1.67,1.67,0.67,,,2.0,1.17,1.0,1.33,1.67,0.5,1.5,1.33,1.0,0.0,,,,,,
2026-01-03 07:00,65.33,132.5,38.0,100.17,48.17,88.67,48.83,,,94.17,85.0,68.0,99.17,67.67,68.83,80.33,87.83,64.33,0.0,,,,,,
2026-01-03 08:00,226.17,274.83,198.83,289.17,250.83,287.17,250.0,,284.4,293.5,253.67,225.17,252.67,261.5,288.33,241.83,269.33,252.17,0.0,,,,,,
2026-01-03 09:00,398.5,444.0,401.0,522.83,409.5,457.83,383.17,,353.67,464.67,433.5,426.17,475.0,426.33,339.5,408.33,431.83,410.0,0.0,,,,,,
2026-01-03 10:00,516.33,564.17,524.33,722.5,527.0,579.17,534.17,,570.33,591.0,540.0,565.67,612.0,548.83,449.67,525.33,525.67,531.17,0.0,,,,,,
2026-01-03 11:00,575.67,623.83,579.17,733.0,587.33,636.17,589.17,,630.33,648.0,600.0,564.17,664.83,605.17,397.0,588.17,599.0,586.17,0.0,,,,,,
2026-01-03 12:00,571.33,609.0,569.67,607.0,578.67,634.5,582.0,,624.0,644.33,589.83,579.5,669.33,601.5,596.83,588.0,580.5,582.17,0.0,,,,,,
2026-01-03 13:00,497.83,519.17,494.33,544.67,487.5,561.83,497.33,,551.33,571.17,517.33,555.67,600.67,530.5,478.83,502.17,506.83,517.67,0.0,,,,,,
2026-01-03 14:00,370.33,363.67,365.83,369.17,365.67,417.33,372.0,,419.5,434.83,387.83,417.17,456.0,399.5,376.17,360.5,377.0,387.17,0.0,,,,,,
2026-01-03 15:00,206.0,206.0,204.33,227.33,206.33,245.67,192.17,,240.5,207.83,217.67,239.0,253.5,225.33,215.33,197.67,206.67,194.0,0.0,,,,,,
2026-01-03 16:00,40.0,32.17,31.0,59.0,35.5,65.33,18.17,,62.5,25.83,51.83,61.0,65.5,47.5,44.5,38.5,41.33,19.17,0.0,,,,,,
2026-01-03 17:00,0.0,0.0,0.0,0.0,0.0,0.33,0.0,,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-03 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
2026-01-03 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
2026-01-04 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 06:00,0.67,1.17,,1.17,1.17,1.33,0.5,1.0,,1.67,0.67,1.0,1.17,1.33,0.5,1.33,1.17,0.67,0.0,,,,,,
2026-01-04 07:00,73.5,90.5,,97.17,75.5,79.67,49.17,68.17,135.33,84.17,79.83,85.83,95.67,69.67,70.17,78.33,93.0,77.67,0.0,,,,,,
2026-01-04 08:00,249.33,283.17,,292.0,234.33,264.5,261.5,259.33,281.0,272.17,263.83,276.33,275.83,272.67,270.17,256.0,278.0,257.5,0.0,,,,,,
2026-01-04 09:00,411.33,457.17,,466.33,406.33,451.33,428.5,439.83,455.5,433.0,427.5,449.83,481.0,437.33,437.17,418.5,445.0,424.67,0.0,,,,,,
2026-01-04 10:00,528.0,576.0,,586.67,528.17,572.33,548.33,565.83,579.83,546.83,545.67,572.5,626.5,558.5,556.67,529.83,561.83,537.5,0.0,,,,,,
2026-01-04 11:00,586.83,630.67,,643.17,592.5,573.67,606.33,633.17,638.5,487.5,602.83,631.83,675.0,614.0,619.5,588.17,614.17,593.5,0.0,,,,,,
2026-01-04 12:00,578.17,622.67,,630.67,580.17,542.83,602.5,513.33,566.67,505.17,597.17,598.33,628.67,597.33,613.33,578.5,607.83,580.33,0.0,,,,,,
2026-01-04 13:00,503.83,536.5,,533.33,473.17,327.5,531.83,363.17,525.17,372.33,521.5,463.0,492.67,478.33,479.0,506.5,536.5,507.0,0.0,,,,,,
2026-01-04 14:00,328.83,403.33,,332.0,315.33,235.5,275.83,317.17,313.33,157.17,334.17,241.0,322.83,318.83,310.17,299.67,383.0,348.33,0.0,,,,,,
2026-01-04 15:00,174.5,117.17,,129.5,149.5,147.5,138.83,126.5,176.83,128.5,164.33,169.5,133.67,144.33,122.83,142.83,162.17,130.67,0.0,,,,,,
2026-01-04 16:00,29.0,29.0,,37.0,24.0,32.17,38.17,33.0,30.67,22.83,43.17,27.0,32.5,31.0,33.0,39.5,29.0,32.83,0.0,,,,,,
2026-01-04 17:00,0.0,0.0,,0.33,0.0,0.5,0.0,0.67,3.0,0.33,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,,,,,,
2026-01-04 18:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 19:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 20:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 21:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 22:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-04 23:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 00:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 01:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 02:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 03:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 04:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 05:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 06:00,0.67,1.17,,1.17,1.17,1.5,0.67,1.0,,1.67,0.67,1.0,1.0,1.0,0.5,1.5,1.83,0.67,0.0,,,,,,
2026-01-05 07:00,69.33,61.33,,82.33,63.0,76.5,50.67,62.33,133.5,82.67,70.0,72.33,77.33,63.33,63.5,71.33,72.5,70.0,0.0,,,,,,
2026-01-05 08:00,235.83,222.0,,270.0,215.33,260.33,238.5,238.67,259.67,267.17,241.83,247.0,250.33,245.5,253.0,238.83,266.5,242.17,0.0,,,,,,
2026-01-05 09:00,393.67,436.33,,437.5,385.83,427.67,402.33,414.33,429.5,423.67,404.0,416.67,444.17,405.0,416.83,395.67,423.67,406.33,0.0,,,,,,
2026-01-05 10:00,509.5,553.5,,556.17,480.67,551.0,522.0,541.17,552.17,543.17,519.33,537.67,587.67,524.5,535.67,512.33,537.5,520.17,554.17,,,,,,
2026-01-05 11:00,564.33,611.5,,615.17,549.0,600.67,577.83,604.0,612.17,600.17,581.83,600.17,642.5,586.5,590.33,568.17,595.17,572.83,622.67,,,,,,
2026-01-05 12:00,556.17,599.5,,608.0,547.0,599.83,574.17,601.0,609.5,594.0,579.5,597.5,640.17,585.33,588.17,565.33,581.83,566.0,622.33,,,,,,
2026-01-05 13:00,488.17,521.83,,536.5,480.0,526.0,512.33,529.83,538.67,525.17,509.0,522.17,572.67,511.33,521.83,496.83,507.83,496.83,552.5,,,,,,
2026-01-05 14:00,362.17,383.5,,404.83,351.17,392.83,380.33,404.67,408.83,394.0,385.0,387.83,423.5,378.33,393.5,369.83,378.17,368.0,420.83,,,,,,
2026-01-05 15:00,199.33,205.17,,230.17,177.17,224.33,199.17,229.83,234.33,196.0,217.0,222.83,235.17,213.0,223.17,201.0,204.83,190.5,234.83,,,,,,
2026-01-05 16:00,41.0,35.33,,54.17,34.17,59.67,22.0,59.83,57.17,36.67,51.67,53.0,57.17,45.0,46.67,42.17,42.67,22.0,59.5,,,,,,
2026-01-05 17:00,0.0,0.0,,0.0,0.0,0.33,0.0,0.17,0.4,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 18:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 19:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 20:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 21:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 22:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-05 23:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 00:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 01:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 02:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 03:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 04:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 05:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 06:00,0.67,0.5,,2.33,1.33,1.33,0.5,1.83,,1.83,1.0,1.5,1.5,2.0,2.17,1.0,1.33,0.5,2.17,,,,,,
2026-01-06 07:00,69.5,80.17,,63.33,55.83,72.0,43.67,55.33,,76.17,53.5,58.17,61.5,55.83,52.5,66.67,72.33,56.17,58.5,,,,,,
2026-01-06 08:00,184.17,233.33,,196.17,197.5,249.83,196.0,232.33,231.83,254.0,164.83,224.67,226.67,184.33,184.67,179.17,209.0,183.67,245.0,,,,,,
2026-01-06 09:00,354.67,307.0,,418.0,370.67,423.67,328.83,409.0,418.83,429.33,414.0,412.83,435.0,374.5,390.83,312.33,484.0,348.17,415.5,,,,,,
2026-01-06 10:00,359.0,494.5,,534.67,495.83,547.67,502.0,536.17,546.67,556.17,526.67,535.17,576.0,492.17,500.33,525.83,412.5,557.83,551.67,,,,,,
2026-01-06 11:00,556.67,516.33,,584.0,553.83,609.5,561.67,599.33,608.83,613.0,566.17,597.0,642.0,556.17,550.17,553.33,564.33,557.17,621.17,,,,,,
2026-01-06 12:00,545.67,588.0,,573.17,544.33,609.0,556.33,589.0,599.0,608.0,560.67,590.83,641.67,555.5,551.67,545.0,565.17,549.0,619.17,,,,,,
2026-01-06 13:00,476.0,506.67,,498.5,463.17,531.0,480.67,514.0,513.5,535.5,498.0,495.67,519.17,471.83,479.67,476.0,490.17,478.5,538.17,,,,,,
2026-01-06 14:00,335.67,372.5,,335.33,302.5,394.67,350.17,410.5,390.17,405.5,328.33,396.67,374.17,304.83,332.67,338.5,353.67,337.5,426.5,,,,,,
2026-01-06 15:00,175.0,185.5,,192.0,158.67,237.67,139.5,224.17,228.33,187.0,129.5,237.17,251.67,178.33,186.67,146.0,148.5,136.67,230.5,,,,,,
2026-01-06 16:00,26.17,28.17,,54.67,47.0,64.0,29.83,74.5,64.0,37.5,37.67,51.33,48.0,57.0,52.67,31.83,38.33,27.67,68.0,,,,,,
2026-01-06 17:00,0.0,0.0,,0.0,0.0,0.17,0.0,0.67,0.5,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 18:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 19:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 20:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 21:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 22:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-06 23:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 00:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 01:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 02:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 03:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 04:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 05:00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-01-07 06:00,1.0,0.83,,1.83,1.17,2.5,0.83,1.5,,2.83,0.83,2.0,1.83,1.83,0.83,1.83,1.5,1.0,2.5,,,,,,
2026-01-07 07:00,67.67,85.17,,91.0,67.33,80.17,52.17,75.67,136.33,79.33,70.5,69.83,74.0,66.67,64.33,67.17,82.83,65.83,73.5,,,,,,
