datetime,ZEMAH,MEROM GOLAN PICMAN,TAVOR KADOORIE,JERUSALEM GIVAT RAM,GILGAL,YOTVATA,HAIFA TECHNION,BESOR FARM,BEER SHEVA UNI,ELAT,EN HASHOFET,DOROT,NEGBA,BET DAGAN RAD,ZOVA,EDEN FARM,GAMLA,TEL YOSEF,ASHALIM
2025-01-01 10:00,466.67,545.17,483.83,553.5,509.83,577.33,506.0,536.83,560.5,595.5,516.83,546.33,558.17,525.5,524.67,491.33,508.67,472.83,417.0
2025-01-01 11:00,530.17,467.5,532.83,619.83,561.67,644.67,558.83,605.33,622.33,658.0,575.17,603.17,618.83,582.17,545.33,552.67,557.5,458.33,635.83
2025-01-01 12:00,531.83,603.33,531.83,432.67,563.67,629.5,551.5,576.83,604.67,644.67,569.5,591.83,572.0,567.83,436.0,543.17,550.33,449.67,619.83
2025-01-01 13:00,461.5,502.33,435.5,299.17,483.33,557.17,480.0,526.67,547.33,565.67,500.0,532.5,428.17,493.17,499.5,477.5,488.0,433.67,552.67
2025-01-01 14:00,334.33,370.0,277.5,180.5,351.17,419.67,353.67,397.83,413.83,432.5,373.67,402.0,324.83,376.0,344.5,354.5,355.17,329.0,414.83
2025-01-01 15:00,168.83,181.5,148.17,78.83,178.5,241.33,176.0,226.67,220.5,214.67,195.67,225.5,208.5,211.5,215.17,172.0,185.67,164.5,230.83
2025-01-01 16:00,29.5,26.83,24.17,46.33,23.5,59.5,16.83,50.17,55.17,21.5,44.33,53.83,58.67,40.33,38.5,30.5,32.33,18.33,56.67
2025-01-01 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 06:00,0.67,1.33,1.0,1.17,1.17,1.5,0.67,1.0,,1.5,1.0,1.0,1.0,1.5,0.33,1.33,1.17,0.83,1.33
2025-01-02 07:00,58.67,138.5,33.17,80.0,54.5,89.67,48.17,67.83,146.5,100.0,66.83,81.33,83.83,64.33,63.5,64.83,74.67,58.83,84.33
2025-01-02 08:00,210.5,284.83,187.0,270.67,105.67,287.5,232.17,251.83,274.83,302.0,239.83,266.33,269.67,249.17,255.33,216.17,243.33,216.0,279.33
2025-01-02 09:00,378.83,430.83,372.5,445.0,259.17,451.67,394.83,429.33,450.0,474.5,403.67,433.67,442.17,408.67,432.17,365.67,404.0,373.0,457.33
2025-01-02 10:00,495.5,551.17,497.0,569.83,487.67,584.17,518.33,547.33,574.83,598.0,524.17,555.5,564.0,528.17,549.33,486.67,517.5,458.5,584.67
2025-01-02 11:00,555.67,487.33,556.83,629.0,554.5,643.17,577.67,610.5,630.33,660.17,587.83,611.0,625.5,573.17,605.67,552.67,567.33,520.5,647.17
2025-01-02 12:00,553.5,612.67,549.17,628.5,551.33,618.33,568.33,603.83,623.67,652.83,576.83,597.67,578.83,577.67,603.0,542.67,566.83,541.33,640.83
2025-01-02 13:00,487.67,529.0,478.0,554.5,479.83,551.67,477.33,536.0,548.67,570.5,508.33,523.5,429.17,511.5,532.17,467.83,372.33,467.33,560.0
2025-01-02 14:00,346.0,374.17,347.5,422.17,346.5,417.67,363.67,403.83,413.5,433.33,373.83,391.67,329.0,356.0,398.33,199.0,267.83,356.83,425.33
2025-01-02 15:00,176.17,185.17,162.83,234.83,176.17,244.67,198.5,220.17,235.33,214.17,204.33,215.17,205.33,215.67,225.33,151.83,188.0,232.0,252.0
2025-01-02 16:00,23.83,26.17,26.17,57.5,31.33,60.17,36.5,55.17,55.33,21.5,43.83,50.83,54.83,39.33,43.0,39.0,32.5,32.83,64.17
2025-01-02 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-02 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 06:00,0.67,1.83,0.67,1.5,0.83,1.5,0.5,1.17,,2.0,0.67,1.17,1.0,1.17,0.5,1.33,1.17,1.17,1.17
2025-01-03 07:00,75.67,136.0,25.0,96.17,66.67,88.67,48.0,69.0,136.67,93.33,76.5,82.0,80.83,79.33,71.0,73.33,82.33,73.5,82.5
2025-01-03 08:00,246.67,275.83,201.33,281.17,75.5,277.5,250.67,254.17,278.83,293.5,256.17,266.17,262.33,264.67,269.67,247.33,261.83,245.83,278.33
2025-01-03 09:00,404.17,442.5,402.17,448.83,252.17,444.0,415.33,428.17,446.5,445.0,425.17,431.67,433.17,430.17,434.17,410.17,421.5,412.0,446.5
2025-01-03 10:00,520.67,559.5,522.67,571.0,529.67,569.67,531.83,560.33,554.5,580.0,544.83,542.5,556.17,543.17,540.17,527.17,539.5,534.0,567.83
2025-01-03 11:00,582.0,616.67,580.67,629.0,585.83,592.33,587.0,613.67,623.5,644.17,603.67,609.33,620.67,598.67,586.83,583.17,594.0,590.83,635.0
2025-01-03 12:00,573.17,608.0,575.33,607.17,574.17,623.5,573.17,607.0,614.33,644.83,592.33,601.17,580.17,584.17,576.83,571.0,586.0,578.0,632.17
2025-01-03 13:00,497.5,526.67,491.83,533.83,498.17,551.17,500.67,537.17,535.83,565.83,520.33,523.67,431.83,513.67,501.33,498.83,515.0,502.17,558.83
2025-01-03 14:00,361.67,386.67,360.67,393.0,369.5,414.67,369.33,403.5,399.67,427.67,391.67,388.5,320.0,384.83,364.83,367.33,381.83,365.0,418.83
2025-01-03 15:00,191.83,202.0,197.17,204.5,196.33,235.83,182.83,218.5,221.33,214.17,221.17,212.83,203.5,203.17,196.5,193.67,207.67,180.17,237.5
2025-01-03 16:00,34.0,29.17,29.17,48.5,29.83,59.0,16.67,52.67,53.5,22.5,47.0,50.17,51.17,42.33,40.5,34.33,40.33,16.0,57.33
2025-01-03 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-03 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 06:00,0.67,0.5,0.83,0.83,1.5,1.67,0.33,1.33,,2.17,0.67,0.83,0.83,1.17,0.33,1.33,0.67,1.0,1.33
2025-01-04 07:00,46.17,41.0,33.5,52.67,42.67,80.67,38.67,64.0,,91.67,40.67,59.33,65.5,77.17,39.0,52.17,52.67,48.5,69.0
2025-01-04 08:00,176.33,223.33,143.17,254.83,109.67,260.0,161.33,221.67,296.75,281.5,131.0,162.17,263.0,224.17,246.5,203.0,235.0,193.0,267.5
2025-01-04 09:00,361.5,345.67,364.17,431.17,245.17,407.83,326.0,434.17,453.33,451.0,339.67,300.5,373.33,398.0,416.67,411.0,392.0,361.67,434.0
2025-01-04 10:00,494.67,532.0,465.67,522.5,488.33,445.17,392.0,497.5,530.5,590.17,490.5,527.67,529.83,412.67,504.83,482.33,503.33,456.83,552.5
2025-01-04 11:00,577.5,576.83,550.67,500.83,554.83,604.67,503.33,604.83,581.83,637.67,536.0,602.83,489.0,525.33,549.83,538.0,519.83,546.83,523.83
2025-01-04 12:00,297.0,505.67,279.83,490.83,417.17,612.33,315.0,441.83,487.67,585.17,395.83,354.17,423.5,404.83,509.83,473.83,558.33,485.5,471.5
2025-01-04 13:00,429.83,400.83,439.83,243.33,428.67,526.33,503.83,410.67,361.17,472.5,309.5,362.5,198.67,255.5,237.5,239.17,323.5,230.5,463.17
2025-01-04 14:00,224.83,373.5,210.17,186.17,156.67,388.17,187.67,264.0,243.67,362.5,185.67,264.67,245.33,173.67,190.5,149.33,265.0,151.17,342.0
2025-01-04 15:00,75.5,108.0,75.33,155.83,132.0,230.83,86.17,155.83,121.67,189.17,73.17,138.17,132.33,159.33,144.17,77.67,92.0,72.67,125.33
2025-01-04 16:00,11.0,19.17,11.17,26.17,34.17,64.33,13.67,36.33,40.0,24.17,24.0,30.33,24.83,33.0,26.5,21.17,15.67,15.5,44.33
2025-01-04 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
2025-01-04 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-04 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 06:00,0.5,0.67,0.5,0.5,0.5,1.5,0.33,0.67,,1.83,0.5,0.5,0.83,1.17,0.17,1.0,1.17,0.33,0.67
2025-01-05 07:00,39.0,43.33,26.0,81.5,56.33,82.83,32.5,68.5,144.0,88.33,26.33,78.33,90.17,73.33,65.17,64.5,36.67,31.0,79.0
2025-01-05 08:00,187.17,86.0,95.0,271.33,85.33,261.17,266.0,306.17,265.67,275.83,262.5,270.83,284.67,273.83,261.5,239.17,149.83,224.5,267.67
2025-01-05 09:00,356.83,208.5,207.17,441.0,265.83,427.5,471.83,326.83,443.33,450.33,395.17,385.0,383.33,400.67,421.67,409.5,423.67,390.5,476.0
2025-01-05 10:00,514.33,269.17,412.5,555.0,515.67,560.0,306.5,538.33,426.0,582.0,303.83,404.5,411.33,495.5,505.33,532.0,416.17,559.17,434.5
2025-01-05 11:00,449.83,589.33,325.33,649.83,569.83,617.17,421.5,542.5,511.67,632.33,478.67,486.17,392.67,537.83,550.5,615.83,585.67,587.0,581.67
2025-01-05 12:00,319.5,575.5,245.83,518.0,451.67,617.83,549.67,415.5,382.83,614.67,504.17,462.5,470.0,356.67,513.33,592.83,425.5,594.67,354.67
2025-01-05 13:00,325.17,290.67,346.67,322.5,424.33,535.33,452.5,172.5,237.17,419.83,429.83,330.83,297.0,301.67,309.0,431.0,296.67,393.17,477.67
2025-01-05 14:00,328.17,163.17,213.0,202.67,164.17,390.33,210.83,224.17,177.33,391.17,254.83,117.17,123.33,177.67,185.83,319.83,208.67,318.5,479.0
2025-01-05 15:00,173.17,124.5,73.33,180.33,159.83,115.67,107.0,100.17,123.0,216.83,106.33,145.17,68.17,59.17,134.0,148.5,225.0,131.83,62.33
2025-01-05 16:00,25.83,41.33,20.33,10.5,39.5,28.5,19.83,65.17,17.5,34.67,13.5,22.0,23.83,19.5,10.17,24.67,52.83,17.67,21.0
2025-01-05 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
2025-01-05 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
2025-01-05 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-05 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 06:00,0.17,0.5,0.5,0.5,0.5,1.33,0.17,0.5,,1.0,0.33,0.5,0.5,0.5,0.33,1.0,0.67,0.5,0.5
2025-01-06 07:00,72.67,59.5,28.67,64.83,51.5,45.33,45.5,55.17,,36.67,40.67,58.33,58.33,50.5,56.17,49.83,56.17,40.67,36.0
2025-01-06 08:00,259.33,250.17,176.67,251.67,90.17,187.83,221.67,213.17,237.2,133.0,224.33,219.17,220.67,218.67,231.67,184.33,201.83,168.0,192.83
2025-01-06 09:00,375.67,415.0,357.0,418.33,256.67,317.5,384.33,376.83,362.83,290.5,393.17,384.67,367.0,380.0,379.67,388.17,402.5,319.67,374.83
2025-01-06 10:00,503.0,528.17,490.17,526.83,472.0,498.33,502.33,508.33,467.5,390.67,518.17,504.33,491.67,497.33,511.5,509.5,514.67,499.83,521.33
2025-01-06 11:00,564.5,588.5,557.5,601.5,561.33,492.17,559.5,581.17,555.33,498.83,580.67,568.5,560.5,572.83,563.67,560.33,570.67,562.67,597.33
2025-01-06 12:00,554.33,585.0,555.33,482.83,543.67,513.83,557.0,573.67,584.0,502.0,575.5,593.67,566.0,570.83,562.17,561.67,566.67,560.67,598.33
2025-01-06 13:00,484.0,509.17,478.67,420.67,480.83,497.17,484.5,448.83,515.67,467.83,506.17,523.67,445.83,505.33,475.0,493.5,492.5,488.33,512.17
2025-01-06 14:00,356.17,374.0,421.0,292.83,372.67,368.67,341.67,359.5,397.0,252.5,375.17,397.83,351.5,379.17,362.67,363.83,364.17,360.0,407.67
2025-01-06 15:00,189.67,185.83,117.0,163.33,205.5,177.83,150.67,222.33,223.83,98.5,207.83,231.17,226.5,218.33,205.5,198.5,195.5,179.83,214.0
2025-01-06 16:00,39.67,33.83,31.5,49.0,40.17,24.0,28.0,56.67,58.0,41.67,50.0,59.5,61.67,50.0,42.0,40.83,38.33,23.17,53.17
2025-01-06 17:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.17,0.17,0.0,0.0,0.17,0.0,0.0,0.0
2025-01-06 18:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 19:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 21:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 22:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-06 23:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-07 06:00,0.5,0.67,0.67,0.83,0.83,1.5,0.5,1.0,,1.67,0.67,0.67,1.0,1.17,0.5,1.33,1.0,0.67,1.0
2025-01-07 07:00,63.5,57.5,29.33,83.83,61.5,82.0,49.83,62.33,152.0,86.67,66.0,68.5,67.83,58.33,62.67,67.0,76.33,64.17,73.33
2025-01-07 08:00,228.0,264.0,194.83,268.83,90.67,271.17,231.17,234.67,261.83,272.17,238.5,244.5,243.0,239.67,255.17,230.0,250.83,232.67,261.67
2025-01-07 09:00,387.33,431.83,388.5,435.17,260.67,442.83,400.0,409.17,434.83,451.33,407.83,412.5,403.0,412.17,422.83,389.33,407.83,396.33,439.83
2025-01-07 10:00,498.0,557.5,508.0,556.17,497.33,564.17,521.33,538.67,554.0,588.83,529.67,539.5,528.0,531.67,542.0,498.67,529.33,514.0,563.67
2025-01-07 11:00,563.5,617.33,578.0,617.83,547.17,621.33,577.67,603.83,618.33,652.17,595.83,600.5,595.83,590.17,592.67,559.33,591.83,567.5,635.67
2025-01-07 12:00,569.0,607.67,572.33,612.0,550.0,622.17,575.0,602.5,622.0,644.33,592.5,591.83,572.67,586.67,595.5,561.17,581.33,566.67,633.5
2025-01-07 13:00,496.0,522.83,497.17,543.67,485.5,550.5,511.17,538.5,551.67,567.67,524.67,522.83,451.17,521.83,520.5,490.0,513.0,494.0,557.83
2025-01-07 14:00,365.83,388.5,439.0,412.83,364.0,414.83,382.33,419.33,421.17,430.5,397.5,397.0,355.83,398.83,399.0,361.83,388.17,362.83,424.5
2025-01-07 15:00,198.33,221.0,132.0,224.83,192.83,244.5,206.0,244.67,240.0,225.5,225.67,226.5,226.67,225.0,231.0,199.17,217.67,186.5,240.67
